Date,Owner,Title,FU Reply
2018-07-27 15:16:00,mendadakranger,"""Sejak Zaman Soeharto Kali Item Sudah Kotor, Jangan Salahin yang Bikin Tempe""",bodoh boleh asalkan seiman coy
2018-07-27 11:22:00,fitriasarina,Kala Dinasti Politik Zulkifli Hasan Tersandung OTT KPK,Yg penting partai allah
2018-07-27 11:08:00,ary63,Rekam Jejak Adik kandung Zulkifli Hasan yang Terjaring OTT KPK,Partai allah
2018-07-26 11:41:00,jokiwoodo,Rachmawati Ingin Berikan Aset Rp 1 T ke Prabowo untuk Hadapi Jokowi,Ntap 1T
2018-07-26 10:57:00,mendadakranger,"Menjelang Asian Games, Sandiaga Uno Stop Produksi Tempe Kali Item",Tempe kafir?
2018-07-25 10:19:00,khayalan,SBY-Prabowo Belum Sepakat Koalisi di Pilpres 2019,pernyataan sby menunjukkan kematangan dan kelas negarawan beda level dg presiden skrg :D Retorika dibilang kematangan? Gblk
2018-07-24 12:26:00,lovelykei,Tadi Malam Prabowo dan Amien Rais Bertemu Persaudaraan Alumni 212,"https://s.kaskus.id/images/2018/07/24/9782727_201807241224480369.jpg Apa cuma perasaan ane, atau emang wowok semakin menceng bibirnya? :bingung Kena stroke"
2018-07-24 12:07:00,dybala.mask,Wajah Kali Item (Sentiong) Dulu dan Kini di Bawah Pimpinan Anies Baswedan,Yg penting seiman
2018-07-24 10:21:00,khayalan,Pertemuan 4 Jam Jokowi dan Ketum Parpol Sepakati 1 Nama Cawapres,"sudah deh , jokowi - habibie , guncang nih negara lain , hahaha Bagus sih. Tapi apakah pak habibie akan lolos tes kesehatan?"
2018-07-24 10:04:00,kencingin.pohon,"Pertanyakan Bahasa Cina di Toilet Bandara, Rustam: Ya Allah, Pak Ustadz Tengku Zulkar",Ustad kok berpolitik
2018-07-20 10:01:00,medyudhapradja,Kali Item Ditutup Jaring Hitam Agar Keruhnya Air Tak Terlihat Atlet Asian Games,Nyumbang gambar tkp https://asset.kompas.com/crop/0x75:1000x741/750x500/data/photo/2018/07/19/1033344702.jpg Nyomot dr sumber beritanya ini Yg penting seiman ya akhi
2018-07-19 15:16:00,cerdasmedia,Adem Lihat Pak SBY dan Prabowo Bersama dalam Suka dan Duka,"Mungkin sama2 ngomongin anak2 mereka ""Anak gw udah ditawarin kemane2 kok kagak ada yg mau nih dijadiin pasangan ?"" Silahkan interpretasi masing2 aja siapa yg ngomong .. baik wwkwkkwwkkkw"
2018-07-19 11:46:00,fitsa..hats,Prabowo Subianto Minta Maaf ke PBNU: Saya Akan Panggil Fadli Zon,"kriminalisasi paham bre??liat si hari tancuk pernah berlawanan sm raja cebong?skrg?sibeye sebelum pilkodok bersebrangan parah sm raja cebong,setelah antasuri dikeluarin langsung kicep,partai kuning dulu gmn bre??ngabalin dulu gmn???Pe tiga dulu gmn??tambahin lagi bree sendiri hehehe Jagoan lo me"
2018-07-19 11:01:00,fitsa..hats,Prabowo Subianto Minta Maaf ke PBNU: Saya Akan Panggil Fadli Zon,"ini orang gentle amat yak,ga kaya rajanya kodok,,yg apa2 langsung main ancam dan lama2 pada terpaksa masuk kubunya,,ckckckck Main ancam?"
2018-07-19 10:53:00,joelzei,Rumah politikus Mardani Ali dilempar bom Molotov,Play victim
2018-07-19 09:46:00,Hans.Landa,"Anies Copot Walikota, Kurang Santun atau Langgar Aturan",Yg penting seiman
2018-07-19 09:34:00,sorken,PA 212 Haramkan Untuk Usung Jokowi Sebagai Capres 2019,Mak lo haram
2018-07-18 20:16:00,karikai04,Pak SBY Kelelahan Gara-Gara Tonton Piala Dunia,Kalah taruhan ya?
2018-07-18 18:25:00,ranttalker,"SBY Jatuh Sakit, Pertemuan dengan Prabowo Diundur","Cuma intrik, sebenarnya SBY males ketemu wowo, endingnya SBY dukung wiwi kok Mau taruhan?"
2018-07-18 17:00:00,codot.1,"Video Viral Pesta Pernikahan di Rel Kereta, Begini Tanggapan PT KAI",Jalur rel buntu itu lokomotif lg parkir dekat dg bengkel lokomotif. begitu penjelasan dr video nya. liat video dl br komen jangan kaya nastak glodok yg asal bacot kaya bool mencret Iya tau Tapi tetap tidak boleh menutup jalur kereta
2018-07-15 22:34:00,venomwolf88,"Vaksin Tak Halal, MUI Ingatkan Kemenkes Jangan Berlindung di Balik Darurat",Biarin mati sekarat aja
2018-07-15 06:55:00,firno99,Polri: 3 Terduga Teroris Tewas Baku Tembak di Kaliurang,Nasbung pada sedih nih
2018-07-14 21:40:00,bikinmuntab,"OK Otrip Disebut Program Gagal, Sandiaga: Terlalu Harsh Ya",Gpp gagal asalkan seiman
2018-07-11 23:06:00,karikai04,"Sandiaga Ingin Bertemu Ahok dan Minta Beberapa ""Advice""",Studi banding jauh2 ke amerika serikat tapi ujung2nya minta advice ke ahok. Kampret memang
2018-07-11 21:32:00,Poco.poco,Parah! Akun PKS Anggap Gus Mus dan Quraish Shihab Sama Seperti Kakek Sugiono,"Setahu ane kalo Habib tuh ketahuan di KTP-nya, kayak gini gan.... https://anekainfounik.files.wordpress.com/2017/01/ktp-milik-novel-bamukmin.jpg :ngacir2 Itu jaket ojol?"
2018-07-10 16:10:00,difitnah.teman,Ngabalin Isyaratkan Jokowi Beri Kejutan soal Pilpres Nanti Malam,Apapun yang dilakukan orang ini ana sudah ga ambil pusing Tapi lo ikutan komen melulu
2018-07-10 15:59:00,beyoungcarerock,Loyalis Anis Matta Duga Perpecahan PKS Tak Terhindarkan,"ini potonya fahri hamjah pake kacamata, tapi koq kurus? :wakaka Itu fahri hamzah kena tipes bray"
2018-07-10 15:54:00,difitnah.teman,Ngabalin Isyaratkan Jokowi Beri Kejutan soal Pilpres Nanti Malam,"sebenarnya Jokowi - CT lebih bagus tapi secara kepartaian agak susah karena CT gak punya partai atau gak memimpin partai CT punya transtv, trans7, detik, cnn Duit berlimpah"
2018-07-10 15:48:00,difitnah.teman,Ngabalin Isyaratkan Jokowi Beri Kejutan soal Pilpres Nanti Malam,taruhan CENDOL aja bray gw prediksi : Jokowi - AIRLANGGA HARTARTO Ok cendol ya Gw jokowi-ct
2018-07-10 15:42:00,difitnah.teman,Ngabalin Isyaratkan Jokowi Beri Kejutan soal Pilpres Nanti Malam,ya jelas si Airlangga jadi cawapres kalau gak ngapain si Ngabalin dll mau cape2 masuk ke Jokowi kalau Golkar cawapresnya bukan dari Golkar? Mau taruhan?
2018-07-10 15:41:00,difitnah.teman,Ngabalin Isyaratkan Jokowi Beri Kejutan soal Pilpres Nanti Malam,Amien rais cawapres
2018-07-10 08:47:00,curvyasian,Saat Gatot Nurmantyo Pose Bareng Istri di Niagara Falls,bodoh lah pada bahas hijab
2018-07-09 18:16:00,winarwi,Kader PKS Boyongan ke Partai Baru Milik Anis Matta,Pks perjuangan
2018-07-09 12:14:00,Kkunyuk,"Menteri Basuki Jalan Kaki 3 Km, Anies Disindir Cuek Asian Games",Si kampret ini malah ngerombak trotoar
2018-07-08 19:33:00,winarwi,Kubu Asyik Belum Akui Kemenangan Pasangan Rindu di Hitung Manual Pilgub Jabar,"Asyik menang, 2019 ganti presiden"
2018-07-08 10:30:00,Lampyridae,"Islam Nusantara CEO AMI: KFC tetaplah KFC, Tidak ada KFC Zimbabwe atau KFC Nusantara",astagfirullah minta ga disholatin banfleknye nih :mad Ampun ceo
2018-07-08 10:11:00,54m5u4d183,"Jokowi: Cawapres Sudah Ada, Tinggal Diumumkan",CT atau TGB
2018-07-07 15:49:00,pastibisadong,Gubernur Aceh Irwandi Yusuf Beberkan Jasanya untuk Pemerintah,Bacot lo
2018-07-06 17:52:00,pastibisadong,"Malangnya Anak Pemilik Bom Pasuruan, Terluka dan Tak Didampingi Keluarga",Watak asli panasbung. Asli bodoh
2018-07-06 17:00:00,stealth.mode,"Viral Mahasiswa UNJ Naik Kuda , Ini Penjelasan Kampus","Ana juga suka kok naik kuda, emang salah yah?? Lama lama ana ga tenang deh hidup di negara ini, apa apa dimasalahin Gak naik unta sekalian?"
2018-07-06 16:57:00,karikai04,TGB Zainul Majdi Sampaikan Alasannya Dukung Jokowi Dua Periode,https://s.kaskus.id/images/2018/07/06/7341659_20180706022206.jpg https://s.kaskus.id/images/2018/07/06/7341659_20180706022222.jpghttps://s.kaskus.id/images/2018/07/06/7341659_20180706022228.jpg Auto unfollow :wkwkwk :wkwkwk Kumpulan manusia anjing
2018-07-06 16:25:00,karikai04,Ayah Korban Ledakan Bom Pasuruan Memilih Melarikan Diri Ketimbang Urus Anaknya,Watak asli panasbung ya gini
2018-07-06 15:47:00,andika.1stravel,Prabowo Diprediksi Tak Nyapres Gara-Gara Bokek,"Gpp, ntar disumbang alumni 212"
2018-07-06 13:15:00,human.brain,"Demokrat-PAN-PKS Jajaki Koalisi, Anies Menguat Jadi Capres",sek tak takok Nies ?? seng arep milih koen bangsane menungso opo uduk ?? :travel Onta ama kambing
2018-07-05 15:09:00,Kkunyuk,"Fahri : Jokowi Teleponlah Putin dan Macron Pinjam Kapal Selam, Carilah Rakyatmu",Belajar dulu dek...kdalaman danau toba 500km itu udah lama diketahui lantas jika diawal emang tdak sanggup buat apa dcari? Apalagi sperti yg lo bilang medan dan kondisi tdak memungkinkan...kan jadi baik kuadrat :ngakaks baik lo 500km
2018-07-05 14:28:00,XinHua.News,"Diblokir, CEO Tik Tok Datang ke Indonesia dan Janji Rekrut 200 Karyawan di Indonesia","Ntap, bisa goyang 2 jari lagi"
2018-07-05 14:27:00,rasrobek,Ledakan Diduga Bom Guncang Bangil Pasuruan,Ulah kebiadaban panasbung kah? Pasti lah
2018-07-05 07:48:00,karikai04,"Terkait OTT KPK, Warga Gelar Doa Bersama di Kediaman Gubernur Aceh",Varokah ya akhi
2018-07-04 16:16:00,becakmini.v7,Mustofa Nahra @NetizenTofa Gabung ke PAN,Si tukang fitnah Caleg gagal dari pks
2018-07-04 10:43:00,stratofortress.,Mantan PM Najib Razak Ditangkap KPK Malaysia,"maksudnya, eks pm aja di luar sana bisa di garuk :o berarti dimari pun HARUSNYA bisa :o contoh : Century , Hambalang , BLBI, dll :o Sby?"
2018-07-04 10:18:00,bangbinyo,Gubernur Aceh Irwandi Yusuf Terjaring OTT KPK,Barokah ya akhi
2018-07-03 20:36:00,smedev.id,"Ramai Aksi #2019GantiPresiden, Markobar: Terima Kasih Sudah Antre","Kenafa ente tambahin tanda ""..."" di defan kata putra, ente menghina ya :mad Ummat ssseeeerrrrbbbbbuuuuuu :mad :lehuga Karena dia BANCI!!!!!!!"
2018-07-03 13:57:00,winarwi,"twit Ratna Sarumpaet Usai Cekcok dg Luhut : ""Harus diangkat agar tdk ada hal mistis""",Mistis cem valak
2018-07-03 13:26:00,Kkunyuk,"Demo Gerai Markobar Anak Jokowi, Neno Warisman Musang Berbulu Domba","Ini berita apa promosi? Like father like son.. Bapaknya doyan pencitraan, anaknya doyan promo gretongan Ya salah lu sendiri gerombolan lu demo di depan markobar. Anjing bodoh"
2018-07-01 15:35:00,lucy...pinder,Jalan Lintas Solok yang akan dilalui Jokowi ditimpa longsor,Pertanda akan dilongsorkan (baca: lengserkan) Nasbung mode: on
2018-06-28 15:09:00,bakulkentang,"Pantang Menyerah, Sudrajat Tetap Yakin Menang",TSnya gak asyik nih
2018-06-28 15:00:00,khloekarmike,Cerita tentang Tangan Prabowo Belepotan Tinta Usai Nyoblos,Kasian om wowo udah lama cerai jadi gak pernah celup2 lagi tong. Pengertian dikit dong tong
2018-06-28 14:56:00,rinaldikarza,Cara Ini Bisa Bantu Hilangkan Tinta Ungu Usai Mencoblos,https://pbs.twimg.com/media/DgwgiKRUEAA1OX4.jpg:large Njir
2018-06-28 14:36:00,nevertalk,"Kalah Telak di Sumut, Djarot Ngerokok Terus",Sebat dulu rot
2018-06-28 14:32:00,venomwolf88,"Menikah Tanpa Pacaran, Momen Pertemuan Pertama Pasangan ini Bikin Baper, Sosweetnya!",Nastaik mah homo gak bakal punya momen cem begini :ngakak Momen spesial nastaik cuma seka tokai dr dubur pasangan homo nya aja :ngakak :ngakak Bau tokai pasangan gay nya bikin kangen klo kata nastaik :ngakak :ngakak Lo ngomongin anaknya prabowo ya?
2018-06-28 14:23:00,rinaldikarza,Ridwan Kamil Siap Dukung Jokowi Usai Unggul Quick Count,RK memang asyik orangnya
2018-06-28 14:18:00,ditusuk.teman,"""Mau ke IGD Pakai Ambulans tetapi Diminta Fotokopi Dulu? Keburu Wafat Mama Saya""",Kampret memang
2018-06-28 14:14:00,blizzard000,Gerindra Siap Gugat Pilgub Jabar-Jateng ke MK Jika Selisih Tipis,Jabar memang asyik
2018-06-28 14:12:00,gakmikir1001,"Megawati : Gus Ipul Kalah, Semua Pengurus PDIP Saya Pecat","pemilih sekarang itu bukan karena partai, tapi karena figur. Sebodo amat sama partai nya si, buktinya RK di Jabar yang diusung Nasdem yang kurang populer bisa menang juga tuh, ngalahin paslon yang diusung PKS dan Gerindra yang begitu populer di Jabar. Orang jabar milih pasangan Asyik karena faktor"
2018-06-28 13:54:00,tomiraharja,"Menang Pilkada Jatim, Khofifah Tegas Dukung Jokowi di Pilpres 2019",Jatim asyik
2018-06-27 18:03:00,tibayuda,Sudrajat-Ahmad Syaikhu Unggul Telak di TPS 07 Bekasi,Asik menang 2019 ganti presiden
2018-06-27 15:17:00,nevertalk,"Takut tak sah salat, warga Cirebon pakai tinta kunyit di TPS",Ini termasuk pinter atau bodoh?
2018-06-27 15:15:00,jak25hours,"Quick Count Pilgub Jabar LSI: RK 33,46%, Demiz 29,62%",Jabar asik!!!! Huekkk
2018-06-27 15:14:00,nevertalk,Edy-Ijeck Unggul Sementara di Pilgub Sumatera Utara,Jabar asik!!!!!!
2018-06-27 10:39:00,drawin.muas,"Tiduri Istri Orang, Pria Aceh Ini Kirim Foto dan Video Porno ke Suami Selingkuhan",Barokah ya akhi
2018-06-26 10:53:00,Kkunyuk,PKS Puji Kemenangan Erdogan di Pemilu Turki: Strategi Jitu,Erdogan-prabowo 2019
2018-06-25 13:13:00,fitriasarina,"rudapaksa Cucu Kandung Berkali-kali dan Terakhir Jelang Lebaran, Kakek di Aceh Barat Di",Barokah sekali
2018-06-23 21:22:00,mahkotax.putra,Prabowo Nilai Banyak Pemimpin di Indonesia Pandai Akting,Keponakan lo juga jago akting di ranjang (ejakulasi dini)
2018-06-23 18:13:00,newbie1996,PKS: Pak Prabowo Sedang Jujur Tidak Punya Uang,Jujur ana terharu untuk ukuran seorang prabowo pasti sangat sulit untuk meminta bantuan tetapi beliau berani speak up demi menyelamatkan negara ini dari kehancuran permanen beliau mau merendahkan dirinya Gw kadang2 gak ngerti orang ini sarkas atau beneran. baik emang
2018-06-23 09:25:00,stratofortress.,Prabowo Galang Donasi karena Dia Tidak Ingin Tersandera Politik Balas Budi,galang dana di catwalk bareng anaknya lah... Festival homo
2018-06-21 15:44:00,Kkunyuk,"Ketik Setan Muncul Foto Amien Rais, PA 212: Google Tak Netral",Emang setan
2018-06-21 15:19:00,kinggidorah666,"Habiburokhman Sebut Mudik Neraka , Menhub: Mungkin Salah Jalan",Yg kena macet kan supirnya
2018-06-20 21:19:00,permanisudrajat,"Fadli Zon Butuh Sosok Pemimpin Seperti Putin, PKS: Kita Juga Punya Figur Erdogan",Padahal turki krisis ekonomi
2018-06-20 13:32:00,venomwolf,"Kenaikan Tarif Tol Jorr Ditunda, Prabowo: Yg Buat Tol Pak Harto yang Naikin Rezim Skr",Yg buat tol mantan mertua nya
2018-06-19 16:59:00,tanah.liat,"Stiker Thanks Jokowi Ditempeli di Mobil Pengunjung TMII,Begini Reaksi Pemilik !!!","tempel juga sekalian di jidat lu, jidat mak lu, ama jidat bapak lu Ya kak"
2018-06-19 12:43:00,fr91,"Lama Antre, Warga Kecewa Lihat Isi Bingkisan Lebaran dari JK",Udah dikasih rejeki malah masih mengeluh Anjing semua emang
2018-06-19 12:34:00,pictorlaisbodat,"Tak Sopan Sindir HRS Soal SP3 Kasus “Chat Hoax”, Kevin Aprilio Minta Maaf",Netizen baik
2018-06-19 12:18:00,gusizroil,[BREAKING NEWS] Jokowi Ajak Cucu Mancing KODOK,Istri cerai Anak homo Trus mau lebaran sama siapa?
2018-06-17 13:10:00,tanah.liat,Firza Husein: SP3 dari Polri Jawab Fitnah yang Ditujukan ke Saya,Elu kan tanpa busana bodoh
2018-06-15 19:47:00,tanah.liat,AHY: Jokowi Titip Salam untuk SBY,Ahy ini kesannya cuma sebagai penyambung lidah
2018-06-11 20:37:00,pritanatania,"Bekasi-Semarang 11 Jam, Rekor 15 Tahun Mudik",Terima kasih amin rais
2018-06-11 14:59:00,permanisudrajat,Amien Rais Berikan Klarifikasi tentang Pernyataan Tuhan Malu : Saya Tidak Ngawur,"Coba kalo yg ngomong gini dari kubu jkw, pasti langsung demo"
2018-06-11 14:41:00,bakulkentang,"Mudik Karawang-Semarang: Dulu 20 Jam, Kini 4 Jam!",Terima kasih amien rais
2018-06-11 08:43:00,venomdog88,Anies Persilakan Pendatang Baru Mengadu Nasib ke Jakarta,Silahkan buka lapak di trotoar dan bangun rumah di pinggir kali. Yang penting seiman
2018-06-10 13:30:00,fitsa..hats,"Demokrat Tak Mau Prabowo Nyapres, Gerindra Masih Coba Dekati",Ahy-didit aja Koalisi ganteng cucok
2018-06-08 13:39:00,batamnews,Skandal Seks yang Hancurkan Karir Politisi Indonesia,Tolong kader pks disebut dong
2018-05-31 18:59:00,matthysse76,Fadli Zon Sebut Prabowo dan Amien Rais Bakal Umrah Bersama,Bodo amat lah
2018-05-30 10:53:00,santosobudikeci,"Heboh, Video Mesum Anggota DPR RI Sekaligus Keponakan Prabowo Beredar di Media Sosial","sok nyewa 2jablay, 2 menit ngecrot.. ngakak cok:ngakak :ngakak Semenit bray, bukan 2 menit"
2018-05-30 10:31:00,buncitbubar,Bos First Travel Anggap Hakim Kelewatan Jika Vonis 20 Tahun,Yasudahlah enih sebenarnya hanya masalah sepele seharusnya tak perlu lah sampai keranah hukum apalagi divonis 20 thn lagipula kira umat jua sudah iklas kok jadi tak perlulah diperpanjang yah gan:) Gundulmu ikhlas
2018-05-30 10:09:00,silents.,"Polisi Usut Video Porno Aryodj , Gerindra: Silakan, Terserah",Partai Allah
2018-05-28 17:52:00,tsuzawa,"Video Porno ARYODJ, Ini Kata MKD DPR",Sok suci tapi nyatanya doyan baikk
2018-05-27 11:31:00,mendoan76,Kabar gembira.Bulog Bakal Keluarkan Beras Sachet Seberat 200 Gram,cendol ente byk bner Iya
2018-05-19 18:50:00,silents.,"Disangka Selingkuh, Anggota DPRD Dipecat sebagai Kader PKS",Hobi baik!
2018-05-19 17:42:00,smartmouth,"Ustad Abdul Somad Tak Masuk Daftar 200 Penceramah, Ini Kata Menag","Keliatan kuota Lo terbatas ya, ga liat tuntas videonya:D Otak lo yg terbatas"
2018-05-19 17:24:00,nevertalk,Menteri Agama: Perempuan Pemakai Cadar Jangan Hidup Eksklusif,"orang kaya juga eksklusif, g mau bergaul sama orang kismin imigran dari utara juga gitu. maunya tinggal sekomplek sama temen seperantauannya Iya, tapi mereka gak ngebom sama ngafir2in orang lain"
2018-05-16 14:16:00,jumpbajingi,"Gak Sabar Ketemu Bidadari, Teroris Ditembak Mati Ini, Penisnya ereksi!",NASBUNG MOKAD AJA MASIH ereksiAN APA LAGI SELAMA IDUP NGOAHAHAHAHA Komen terbaik
2018-05-08 10:41:00,human.brain,"Tepuk Pantat Perempuan Pelari, Warga Siap Minta Maaf","Panitia bodoh, warga bodoh"
2018-05-08 10:02:00,jalan.cinta,Gerakan #2019GantiPresiden Akhirnya Minta Maaf Atas Insiden di CFD,"Trus gelangnya gimana? Kasihan si mustofa udah bikin ""investigasi"""
2018-05-03 12:14:00,dishwala,Bimbang Prabowo Diburu Waktu Pilih Cawapres dari 9 Kader PKS,belom deklarasi tapi udah ada titipan wapres kudu dari PKS menaker iqbal said ada lagi yg mau nitip ke wowok ? Ini ada titipan lagi: Habib rizieq Amien rais Fadli zon Fahri hamzah Ratna sarumpaet Kivlan zein Ustad abu somad Ustad tengku zulkarnain Ustad haikal hasan Dll
2018-05-03 08:37:00,yavidrahmat,"Manusia Jaman Now, Sepertinya Wajib Punya Insang.",Ingsang kalo dipake di darat juga percuma bray
2018-04-27 23:39:00,jojov,God of War Reboot - Official Thread [Only On PlayStation 4],"Sori, mungkin sudah ditanyakan di page sebelumnya. Ini subtitle nya gak bisa digedein ya?"
2018-04-26 08:07:00,sasandy27,"Tak Mendapat Dukungan Luas, Kaos Kampanye Pihak Oposisi #2019GantiPresiden Tak Laku",Udah boong nambah pake pitnah sgla.. Gw make k kampus biasa aja.. Kampus 212 asuhan habib rizieq?
2018-04-24 10:43:00,jasjus.kriptoss,Airmin TNI AU Jawab Kabar Logo Masjid di Lanud Malang Disebut Mirip Salib,Nasbung salah dimaafkan Nastak salah penistaan!!! Laporkan! Demo
2018-04-21 08:20:00,soekirmandia,Amien Sebut Jokowi Otoriter dan Lebih Militer dari Prabowo,Loh katanya plonga plongo
2018-04-20 19:52:00,ferina.,Penjualan Kaos ‘#2019 Ganti Presiden’ Masih Lesu,bukannya udah diendorse ama jkw ma anaknya mereka kan pake tu kaos masa lesu? Kapan?
2018-04-20 10:05:00,viieralbf,"Prabowo Terancam PKS Gagal Nyapres, Gerindra Merapat ke Jokowi?",Salah milih temen
2018-04-18 21:21:00,mymasterpiece,"Bau Sperma, Ungkap Pria Paruh Baya di Ciluar Kota Bogor Cabuli Bocah",Cie pake peci
2018-04-18 19:42:00,hpriyonoon,Ada Perjanjian Tertulis Cawapres Prabowo Harus dari PKS,Capres gak punya istri dan cawapres dengan banyak istri
2018-04-18 07:58:00,nevertalk,"Foto: Membandingkan Kursi MRT dan Metromini, Miripkah?",Pada blm pernah ke luar negeri ya?
2018-04-17 21:00:00,omdikenyotom,Tol Batang-Semarang Tersambung Jembatan Ikonik Senilai Rp 200 M,Terima kasih prabowo
2018-04-16 06:26:00,koreksi.ya.cuy,Istri Bos Abu Tours Kabur ke Singapura!,Kok ente yg refot ? Salah nye dimane ? https://s.kaskus.id/images/2018/04/16/10033035_20180416055646.gif Ya salah lah bodoh
2018-04-15 18:00:00,koreksi.ya.cuy,Istri Bos Abu Tours Kabur ke Singapura!,Menipu boleh asalkan seiman
2018-04-14 17:57:00,kabar.kabur,Larangan Lelaki Feminin di TV Dinilai Sebuah Penghinaan,"Iya, menghina anaknya prabowo"
2018-04-14 15:37:00,jasjus.kriptoss,"Takut Tidur Sendiri, Siswi SMP Ini Daftar ke KUA Jadi Pengantin Bersama Kekasihnya","daftar pengantin sah malah dilarang, bener bener negeri geblek. :cd Elu yg bodoh. Masih di bawah umur"
2018-04-14 13:45:00,bujang.lalang,Ustaz Sekaligus Kader PKS Digerebek di Kamar Mandi Bersama Perempuan,Pks emang joss
2018-04-12 10:27:00,rumahkanaka3,Anis Matta: Kita Mengalami Krisis Kepemimpinan,Istrinya berapa?
2018-04-09 11:32:00,.ozzoi.,"Ajukan Somasi, Ratna Sarumpaet Tuntut Dishub DKI Minta Maaf",Panutan nasbungwati
2018-04-08 05:36:00,.ozzoi.,"Lakukan Postingan Menghasut di Facebook, Seorang Mahasiswi Dibekuk Tim Resmob Polda M",Nasbung gak pernah kapok
2018-04-05 13:20:00,kabar.kabur,"Akui Jadi Teman Lesbi Bos First Travel, Esti Bergelimang Harta",Nasbung biasanya teriak2 nastak pro lgbt
2018-04-05 10:36:00,ashrose,Bos Abu Tour Sering Dicomplain Tetangga : Karoke Hingga Malam + Parkir Sembarangan,"Musik Itu Haram Kok main karaokean sih Ane baru lihat video yang hancurin Gitar,Piano,Biola :lehuga Halal haram sesuai terms and conditions"
2018-03-26 11:22:00,andika.1stravel,Angka Kerugian Calon Jemaah Abu Tours Kalahkan First Travel,Boleh nipu asalkan seiman
2018-03-23 22:25:00,trimusketeers,"Prostitusi ""Online"" di Banda Aceh Terbongkar, Sejumlah Mahasiswi Terlibat","Semua berasal akibat pengaruh budaya barat, lifestyle, mulai meracuni, merusak moral dan akhlak generasi muda NKRI, karna tujuan mereka kadalah memecah belah ummat, sebagaimana mereka membuat propaganda isis yang mereka pakai untuk propaganda mengadu domba, menjelekkan negara2 islam di mata dunia..."
2018-03-22 08:36:00,nasbungdiehard,Politikus PKS Divonis 9 Tahun Penjara dan Hak Politik Dicabut,Partai suci bro
2018-03-15 14:29:00,bujang.lalang,Heboh Video Ceramah Gitar Haram Ala Ustaz Muflih,Rhoma irama gimana?
2018-03-15 13:51:00,ditusuk.teman,"Soal Penataan Tn Abang, M Taufik: Sandi Bukan Jinny Oh Jinny",Jin dan jun Selalu berduaaaaaaaaaa!!!
2018-03-15 12:56:00,the.commandos,"Presiden Jokowi Ikut Lomba Kicau Burung, Ustaz Abdul Somad Sebut Haram, Ini Dalilnya",Dengki tuh orang
2018-03-14 11:03:00,serujambi.com,"Menanti Zola, Pengadilan Tipikor Jambi Dipenuhi Massa",Alumni 212 kah?
2018-03-13 09:12:00,deacon23,"Ahmad Dhani: Saya Dikriminalisasi, Habib Rizieq Jangan Pulang Saja",Wkakakak nasbung bodoh
2018-03-09 10:45:00,ferina.,"Mana yang Lebih Melanggar, Bercadar atau Berpakaian Minim?","Gw jijik bgt klo ada yg ketawa ""ngoahaha"" ga tau kenapa, kesannya udik Ngoahahaha Iye udik bgt ya Ngoaahhaahhaha"
2018-03-09 10:05:00,ferina.,"Dicegat Warga Karena Tidak Punya Pekerjaan, Ini Reaksi Sandiaga Uno",Cari orderan demo dong biar ada kerjaan
2018-03-09 06:38:00,mahkotax.putra,Fadli Zon Pastikan Gerindra Berkoalisi dengan PKS di 2019,"ane sih pilih yg enih dibanding si joke, mentornya si bapak yg sukses memimpin indon 2 periode tanpa melawak seperti joke Sukses gundulmu"
2018-03-06 13:40:00,InRealLife,"AHY ke Istana, Undang Jokowi Hadiri Rapimnas Demokrat",hanya direzim enih petugas partai pada jam kerja diundang keistana rezim dagelan:) Dasar onta cingkrang
2018-03-02 11:38:00,jetragel,"Galak di Medsos, Muslim Cyber Army Mengkeret di Depan Polisi","https://s.kaskus.id/images/2018/03/02/9999342_201803021025450784.jpg Gak yg online , gak yg offline , 22nya serupa.. :lehuga Kecapekan nyari duit"
2018-03-02 11:25:00,ndando22,JNE NGENES,Ts bodoh
2018-03-02 11:24:00,metrotvnews.com,Sandiaga: Masyarakat Melawai tak Terganggu PKL,Panasbung memang suka yg kumuh2
2018-03-02 11:08:00,silents.,Siapa sih Penyandang Dana Muslim Cyber Army?,"Kebo, tomi, wowo?"
2018-03-02 11:03:00,bikinmuntab,Emir Rianto Pernah Ikut Gerakan 212,Jidatnya Hitam Satu Menggambarkan Kebencian Level 1 Kalau Hitam Dua Kebenciannya Level 2 Wkkkakkakakakak bangke
2018-03-02 10:55:00,victimofgip.414,"Survei INES: Elektabilitas Prabowo 40,2%, Jokowi Jeblok",Tidak ada panastaik yang tidak baik Diciduk nangis lo
2018-03-02 10:52:00,ferina.,"Mengaku Iseng, Tapi Dosen Wanita Pembuat Kabar Hoax Ini Menyebarkannya 150.000 Kali d",150.000 x mah bukan iseng lagi tapi niat namanya itu onta anjing Otak ama muka sama suramnya itu onta ntod https://s.kaskus.id/images/2018/03/02/9294852_20180302102822.png Jelek muka nya
2018-03-02 10:48:00,banyakmikir,"Tak Mau Dicerai, Istri Abdee Slank Rela Dipoligami",Menang banyak nih
2018-03-02 10:35:00,rantymaria,"Hot Polisi Bakal Tilang Pengendara Dengar Radio, Apa Alasannya?",Gak konyol kok. Memang bs ganggu konsentrasi. Lo aja yg bodoh
2018-03-01 19:16:00,legendofmarco,"Red Sparrow (2018) | Jennifer Lawrence, Joel Edgerton",Black widow
2018-03-01 10:06:00,khloekarmike,"Viral Video Silvia Agustina Ejek Gaji PNS, Tentangganya Geram",Kuda nil
